codigo_documento;sequencial;descricao;codigo_subelemento;descricao_subelemento;valor_atual;arquivo_origem;data_extracao
155848264152022NE000020;2;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;8;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;600,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;3;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;6;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;9;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;600,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;5;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;200,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;7;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;600,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000020;4;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;400,00;itens_DR_155848264152022NE000020.json;2026-03-24 15:52:08
155848264152022NE000021;7;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;0,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;9;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;6.900,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;3;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;6.000,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;5;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;6.000,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;10;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;0,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;6;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;6.600,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;12;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;3.450,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;1;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;5.400,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;4;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;3.000,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;2;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;5.600,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;11;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;3.450,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000021;8;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;6.800,00;itens_DR_155848264152022NE000021.json;2026-03-24 15:42:03
155848264152022NE000022;2;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152022NE000022.json;2026-03-24 15:39:20
155848264152022NE000022;1;1 OBJETO. 1.1 Este Edital dispõe sobre a seleção de estudantes dos cursos presenciais técnicos integrados de nível médio, cursos técnicos subsequentes, cursos do Programa Nacional de Integração da Educação Profissional com Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja) e cursos superiores do Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (IFMS) para concessão de Auxílios do Programa de Assistência Estudantil. 1.2 Amparado pelo Decreto nº 7.234, de 19 de julho de 2010, que dispõe sobre o Programa Nacional de Assistência Estudantil (Pnaes), bem como pela Resolução do C;01;BOLSAS DE ESTUDO NO PAIS;100,00;itens_DR_155848264152022NE000022.json;2026-03-24 15:39:20
